Rk,Gtm,Date,,Opp,Rslt,IP,H,R,ER,UER,BB,SO,HR,HBP,ERA,BF,Pit,Str,IR,IS,SB,CS,AB,2B,3B,IBB,SH,SF,ROE,GDP,number,Umpire,Pitchers-Used-Rest-GameScore-Dec
90,90,Jul 7,@,NYY,W3-0,9.0,4,0,0,0,1,6,0,0,3.61,30,97,70,0,0,0,0,29,2,0,0,0,0,0,1,3,Lance Barrett,K.Crawford (4-73-W) J.Slaten (1-H) K.Jansen (1-Sv)
91,91,Jul 9,,OAK,W12-9,9.0,13,9,9,0,4,15,2,0,3.67,43,172,120,0,0,2,0,38,1,0,0,0,1,0,1,4,Ben May,B.Bello (5-39-W) G.Weissert (2) Z.Kelly (4) T.Wingenter (99)
92,92,Jul 10,,OAK,L2-5,9.0,8,5,5,0,3,11,0,0,3.68,38,143,92,1,0,3,0,34,3,0,0,0,1,0,0,2,CB Bucknor,N.Pivetta (5-54-L) J.Winckowski (3)
93,93,Jul 11,,OAK,W7-0,9.0,4,0,0,0,3,11,0,1,3.64,34,142,92,0,0,1,0,30,0,0,0,0,0,0,1,2,Adam Beck,T.Houck (5-71-W) C.Anderson (4-Sv)
94,94,Jul 12,,KCR,L1-6,9.0,10,6,6,0,2,2,2,1,3.67,39,139,94,0,0,0,0,33,1,0,0,1,2,0,0,3,Vic Carapazza,C.Criswell (26-33-L) C.Booser (6) G.Weissert (2)
95,95,Jul 13,,KCR,W5-0,9.0,5,0,0,0,1,6,0,1,3.63,33,120,94,1,0,0,0,31,1,0,0,0,0,0,1,2,Adam Hamari,K.Crawford (5-74-W) Z.Kelly (3)
96,96,Jul 14,,KCR,W5-4,9.0,9,4,4,0,2,7,2,0,3.63,36,126,90,1,0,0,0,34,0,0,0,0,0,0,0,3,Brian Walsh,B.Bello (4-49-W) B.Bernardino (7-H) K.Jansen (6-Sv)
97,97,Jul 19,@,LAD,L1-4,8.0,4,4,4,0,4,10,1,0,3.64,32,130,88,1,1,0,0,28,2,0,1,0,0,0,0,4,Erich Bacchus,N.Pivetta (8-75) Z.Kelly (5-H) B.Bernardino (4-BL) G.Weissert (6)
98,98,Jul 20,@,LAD,L6-7,10.1,12,7,5,2,6,12,2,0,3.65,47,172,110,0,0,0,0,39,4,0,2,1,1,0,1,5,Laz Diaz,B.Bello (5-56) C.Booser (7-H) J.Winckowski (9-H) K.Jansen (5-BSv) G.Weissert (0-BL)
99,99,Jul 21,@,LAD,L6-9,8.0,10,9,9,0,1,5,6,0,3.71,35,128,83,0,0,1,0,34,2,0,0,0,0,0,0,4,Tripp Gibson,K.Crawford (7-31-L) B.Horn (15) C.Anderson (9) K.Jansen (0)
100,100,Jul 22,@,COL,L8-9,11.2,15,9,7,2,7,7,2,0,3.73,56,176,115,3,1,1,1,48,3,0,4,1,0,0,0,7,Mark Wegner,T.Houck (10-35) J.Winckowski (1) C.Booser (1) Z.Kelly (2) G.Weissert (1) B.Horn (0-BL) C.Anderson (0)
101,101,Jul 23,@,COL,W6-0,9.0,7,0,0,0,1,7,0,0,3.69,32,129,88,0,0,0,0,31,2,0,0,0,0,0,3,3,Clint Vondrak,C.Criswell (10-68-W) B.Bernardino (3) G.Weissert (0)
102,102,Jul 24,@,COL,L7-20,8.0,21,20,14,6,2,10,4,1,3.80,50,197,131,1,0,0,0,45,4,0,0,0,2,1,0,6,Jeremie Rehak,N.Pivetta (4-14-L) B.Horn (1) C.Booser (1) C.Anderson (1) B.Bernardino (0) D.Smith (24)
